,id,spam,file,words
1795,1795,0,00812.5c9165b987d6010d672516ea28ffe213,"lairxentcom boronmeepzorcom sashimi boronmeepzorcom ""bill stoddard"" moment silence first amendment x-priority x-msmail-priority normal x-mailer microsoft outlook imo build importance normal x-mimeole produced microsoft mimeole precedence friends rohit khare problem politics gotten muddied nowadays shouting unpeaceably disrupting political rallies agree become common practice courts constantly ruled restrictions first amendment teach first year law school think politics muddier people becoming increasingly unethical breakdown home training bill"
1796,1796,0,02279.4592a8960372d98328df98397554306a,guardian nation searches soul url calls inquiry belgium's complicated wartime past gathering pace writes
1797,1797,0,01971.9ad3a97c1c02d6d43eb6d36d6554187f,"newscientist west nile vaccine ""in three years"" url supplied genetically engineered yellow fever vaccine shows promise animal tests fast-tracked could soon available humans"
1798,1798,0,00268.ed64201ab977eaad5fd6ad999c2f8255,spamassassintaintorg lughtuathaorg lughtuathaorg lughtuathaorg homehostirelandcom lughtuathaorg plutomeritsolutionsie homehostirelandcom colin nevin x-mailer ximian evolution [ilug] connecting precedence irish linux users' group x-original-date anyone ever try connecting i've got usr faxmodem meant connect another modem connect speed due port settings remote side modem handshake always fails speed modem handshake works slightly higher speeds good data remote server insists talking speed note minicom fails handshake hyperterm windows worked first baud data bits even parity reset modem send init string defaults usr said set set makes handshake lockup instead giving btw bank's system connecting reconfiguring modems difficult colin colin nevin software engineer merit solutions ltd goatstown cross dublin ------------------------------------------ printed using recycled electrons irish linux users' group information list maintainer
1799,1799,0,01571.a12d989267cd61ed856ebc41cc9075bc,"webnotenet webnotenet eclecticklugenet eclecticklugenet eclecticklugenet eclecticklugenet theo van dinter eugene chiu [razor-users] references content-disposition inline user-agent x-gpg-keyserver x-gpg-keynumber x-gpg-fingerprint precedence x-original-date content-disposition inline quoted-printable eugene chiu wrote check skipped bad file descriptor insecure dependency open runn ing setuid line line computer maintenance folder looks like running via procmail permissions ""insecure dependency"" screams ""i'm taint mode"" typical problem procmail permissions fact problem easy solution put procmailrc randomly generated tagline ""the bus heat blew wind used driver's legs first line defense accident"" unknown bus content-disposition inline -----begin pgp signature----- version gnupg comment info see -----end pgp signature----- ------------------------------------------------------- sfnet email sponsored osdn tired old cell get new free _______________________________________________ razor-users mailing list"
1800,1800,0,01951.2705d634a1fbf2b8f592c5904fb3c3e1,gamasutra fall value mortgages indicates housing slowdown url evidence slowdown housing market emerged today figures revealed drop total value mortgages approved august
1801,1801,0,00477.ae6b0e13cfb834b905857a31327dda32,"lairxentcom localhostlocaldomain maltesecat asynchronous message ""fri pdt"" dave long precedence friends rohit khare wrong [vms-like async io] makes huge difference even consider small programs sounds thinking useful apps also trivial unless key keyboard distinct event sources can't think usual job mix would need hundreds even tens async requests perhaps explain nontrivial apps compellingly still built knows point portable either case lack portability imply generally apparent tcp networks useful berkeley sockets could found even vms win would early unix run idea one wishes multiple things time one use group processes multics days tiny memories tapes people accustomed writing programs run entirely single address one great number interface specification combination hoare says two ways constructing software design one way make simple obviously deficiencies make complicated obvious deficiencies programmers we've able make lives complicated least half century hardware interrupt gives rope part dijkstra's inspiration counterexample ibm's multi- programmed boxes ones inspired mythical man suppose would say question make mess structure computations try ten times many things time reasoning resulting system ten times complex one hundred certainly three half million times compared project prospect writing driver library various vendors' aio implementations seems truly trivial -dave quest portability used use raw disks database finessed filesystem issue also allow roll set async"
1802,1802,0,00012.48a387bc38d1316a6f6b49e8c2e43a03,phoboslabsnetnoteinccom phobos wwwctymecom darwinctymecom asmtp marc perkel user-agent windows en-us x-accept-language en-us theo van dinter [sadev] live rule updates release references precedence spamassassin developers x-original-date yes great minds think alike even withput eval rules would useful would allow respond quickly spammer's tricks theo van dinter wrote marc perkel wrote anyone though idea live updates rules user run cron job week get default rule set would allow react faster suggested months ago remember details came except would useful non-eval rules since require code changes ------------------------------------------------------- sfnet email sponsored osdn tired old cell get new free _______________________________________________ spamassassin-devel mailing list
1803,1803,0,00739.9034df113ffe0cff225c698efcea7426,lairxentcom crankslacknet crankslacknet userid crankslacknet tom googlenews precedence friends rohit khare googlization screentimesnewsno newsgoogle news love line tells news item isphreaking cewl far like content range
1804,1804,0,01358.856ab1787169df5216c2c426392cbfbd,phoboslabsnetnoteinccom phobos reypastorhispalinuxes userid jesus climent [sadev] ready mail-followup-to references content-disposition inline user-agent precedence spamassassin developers x-original-date content-disposition inline quoted-printable justin mason wrote guys reckon good enough modulo minor score tweaking commenting rules make test errors failed test scripts okay subtests failed okay jesus climent unix system admin helsinki finland datapandacreworg ------------------------------------------------------ please encrypt mail address gnupg ------------------------------------------------------ registered linux user debian linux look fingers four stones four crates zero zero crates --zorg fifth content-disposition inline -----begin pgp signature----- version gnupg comment info see -----end pgp signature----- ------------------------------------------------------- sfnet email sponsored jabber world's fastest growing real-time communications platform build _______________________________________________ spamassassin-devel mailing list
1805,1805,0,01619.e65e0291e555b111a9acd8b2267a0e1f,"outgoingsecurityfocuscom listssecurityfocuscom outgoingsecurityfocuscom qmqp mailing-list contact run ezmlm precedence mailing list moderator invoked secure sofware key reply-to mail-followup-to references content-disposition inline user-agent x-disclaimer 'author message responsible harm done reader's computer' x-organization 'nsk' x-section 'admin' x-priority yannick gingras wrote make wonder relative protection smart cards internal procession unit around consider trusted hardware ability ship smart cards periodicaly uppon cashing monthly subscription fee would raise much cost ""renting"" system smart card self encryption used decrypt data needed system input system could mangled would keep reference long service sounds really feasible totaly wrong also wrong safety smart card think that's similar using hard-locks old parallel new problem piece hardware trustworthy rest cracker needs simulate card peek executable lock deactivated regards luciano rocha consciousness annoying time naps"
1806,1806,0,01550.a036d340bdcf122c8eca891557d50b51,"phoboslabsnetnoteinccom phobos invoked protecmail filter cyborg unknown toorop x-mailer bat reply-to toorop organization cyborg nation x-priority [razor-users] exitstatus precedence x-original-date bonjour always script run manually console whether user try implement general script filter running whith qmailq uid i've got exit status mail log ""can't call method ""log"" unblessed reference line log file write permission qmailq user idea toorop lorsque que vous avez éliminé l'impossible qui reste même c'est improbable doit être vérité wwwspoonsdesigncom --------------------------------- mail scanné par protecmail filter ------------------------------------------------------- sfnet email sponsored osdn tired old cell get new free _______________________________________________ razor-users mailing list"
1807,1807,0,01930.4a3619ad3669bda50855cd8e3ab85cb5,"boingboing duct-tapers suspension bondage fetish goes mainstream url supplied [img duct-tapers mainstream bondage fetishists tape walls ceilings ""just see hold"" pervs"
1808,1808,0,01828.11c5a509322a65af2e98181f5a47b8b1,aaronsw feeling lucky url i've _incredibly kind invitation_ sure hope take feel sort bad though think people deserve next weeks pretty crazy edward tufte member's night chicago berkeley bookmobile hoshana rabba shemini atzeret simchat torah santa clara someplace stay bernstein's oral argument crypto export san francisco arrives lessig's oral argument eldred
1809,1809,0,00378.46432f84e1aab28c26cf1bc5aa2d36bc,phoboslabsnetnoteinccom phobos lairxentcom quto invoked uid ned jackson lovely java kiddies references content-disposition inline user-agent x-cell x-web precedence friends rohit khare eirikur hallgrimsson wrote opinion biased disgraceful state non-windoze browser java implementations horrors applets kinda sucky cool kids using java write server applications browser craplets giggle-inducing irony whole java thing sun's strategy backfired produced platform supposed dwell client side would commoditize clients instead turns perfect language write server applications successfully commoditized servers ooops njl
1810,1810,0,01943.8c51a0c70d8f706da2c5435fe4f2bdd0,"joelonsoftware daniel berlinger noticed mac software shops starting move url supplied daniel berlinger mac software shops starting move x-only development makes sense two reasons first people pay software new computers small fraction installed base majority population people opening wallets second successful mac over_ like system getting popular conditions actually right business decision develop software macintosh developing mac whole lot different creating web site _that works netscape_ market share market share silly robb beal ""try test venture firm angel big company mac consider fact mac application net well _duh_ product would appeal times mac _users_ _[as percentage] windows users break even words windows product appeals windows users appeal mac users make amount money want make _emotional_ appeal developing mac that's fine like macs fun power long we're talking _investment_ tell going get times many users maybe there's less competition category mac maybe niche like graphics seems like macs dominate seems way elite graphics people big american cities use maybe product can't sell mixed environments unless runs everywhere want make investment mac software prepared demonstrate going overcome magic multiplier"
1811,1811,0,02196.9b6d21c546d5814dc10c9f87b1bfd945,boingboing big five record companies guilty price fixing url supplied hypocrites recording industry screaming people stealing music they've robbing buyers five largest distributors pre-recorded music cds three large retailers agreed pay millions dollars cash free cds part agreement price-fixing allegations
1812,1812,0,01134.ababef706c62d3b9efd341c1ee763c85,"listmanspamassassintaintorg listmanspamassassintaintorg listmanredhatcom listmanredhatcom miloudyndnsorg miloudyndnsorg userid tippexlocaldomain miloudyndnsorg x-mailer exmh version chris garrigues exmh speed message chris garrigues ""wed cdt"" anders eriksson x-loop precedence discussion list exmh developers said chris garrigues here's fix think make real difference ftoc_showsequences needs able called optional list msgids update called way removes adds tags messages places like msgchange update messages changed also separate ftoc_showsequence function updates display one sequence written also takes optional list msgids place like msgchange would need update cur sequence nobody else gets i'll get back checked let know helps chris congratulations chris made hall fame speed much better done tests i'd say latency dropped times we're back good shape well done _______________________________________________ exmh-workers mailing list"
1813,1813,0,00855.8e0647984e6592b6400021a5b87ee133,"lairxentcom barrymailmindspringnet barrymailmindspringnet x-sender digital bearer settlement list hettinga"" optical analog precedence friends rohit khare --- begin forwarded text ""john denker"" optical analog hettinga"" digital bearer settlement list hettinga"" wrote ""the first computer crack enigma optical"" ""the first synthetic-aperture-radar processor optical"" ""but early successes classified projects probably know less half"" claims really secret history mean holography completely gimme break remarkable lack newsworthiness bletchley park used optical sensors still best way read paper tape high speed read standard accounts decades codebreakers using optical computing form superposed masks find patterns read kahn people opto-electronic computing decades there's lot holography get hits optical info complex-valued wave frequency amplitude right make sound like three numbers amplitude actually innumerable frequencies amplitude phase lenses refractions interference computational operators copy multiply fft correlation arrays course massively parallel default course allows free-space interconnects things hard wires easy light-waves things easy wires hard light-waves here's commercialized effort israel ""space integrating vector-matric multiplier"" modulator spread teraflop equivalent"" one multiply per nanosecond people smaller versions unclassified example acousto-optic spectrometer gflops equivalent continuous ffts launched mission submillimeter wave observatory ""ffts"" fts fourier transforms need taking fourier transform lens undergrad physics-lab stuff get hits course rest talk promise moving optoelectronic all-optical processors all-optical nets optical encryption optoelectronics that's medicinal-grade pure snake oil usp photons well known interacting hard computing without interactions --- end forwarded text ----------------- hettinga internet bearer underwriting corporation farquhar street boston usa however deserve respect usefulness antiquity [predicting end world] found agreeable experience"" edward gibbon 'decline fall roman empire'"
1814,1814,0,02121.a3d7ff79d23212690ebf4252a79ce4ef,gamasutra cobain dispute settled url long-running dispute widow kurt cobain remaining two members band nirvana settled paving way new
1815,1815,0,01880.648d1b6e86c56206eb60856243321265,"scripting times ""google's automated editors appeared match work human url gmt ""google's automated editors appeared match work human competitors"""
1816,1816,0,02260.6d015856826faa40edaba42f20a69cc5,guardian snub minister election row url tony blair distanced minister accused meddling election leadership labour party's biggest trade union affiliate
1817,1817,0,00504.9f783e81d6dd916618dc079f58606b8d,"lairxentcom invoked unknown mayadyndnsorg userid earthviewer whoa} references gary lawrence murphy x-home-page organization tci business innovation open source computing reply-to gary lawrence murphy x-url precedence friends rohit khare ""k"" kragen sitaker writes planning battle tactics reason intelligence press reports spy satellites resolution many years military already spy satellites basically hubble pointed way doubt big enough customer service justify next-generation wireless network rollout rest finding individual vehicle city might occasionally possible images might occasionally also worth money car meters across maybe meters long means roughly six pixels total surface area might find way often people misplace _that_ important get old images since can't send aircraft update images realtime every time different releasing map thought common problem lost prize cattle really business-case creating hi-res map wyoming fly instead hiring helicopter small areas legitimate access probably cheaper digital camera gps take snapshots ground level aerial photos might cheaper large areas areas allowed --- perhaps physically able --- cases time send ground guy around whole area see lower-res useful geologists considering points interest change times every million years there's much need wireless based up-to-the-minute data expect geologists travel laptop perfectly capable dvd playback also expect interesting geology regions wireless ain't going mean nit-pick i'm curious need product justifies extreme cost we'd justify ubiquitous next-generation wireless network product postulates can't find killer app gary lawrence murphy teledynamics communications inc business advantage community software ""computers useless give"
1818,1818,0,02007.56f76b49333a3f97e5464dd8dc0cc419,zawodny quickies lots 'em something everyone url appears hfb evil toilet good thing josh never met also found amusing lines use work could use like
1819,1819,0,01900.1b90f4154957d1860a3de19ba95ede12,"scripting thanks jenny pointer yale law article wayback url gmt thanks pointer yale law wayback machine removing articles scientology ""while lawmeme know details scientology's request internet archive especially extent websites removed know internet archive blocking archived versions one scientology's leading critics main target google affair xenunet"""
1820,1820,0,02375.edeb9041e87f72ee99fa802021017fc2,diveintomark barney found url microsoft knowledge base article barney fun imagination island error message barney microsoft actimates interactive barney conflict wide range radio-operated electronic devices including burglar alarms resulting dreaded error resolve problem microsoft recommends turning burglar alarm incidentally funniest kbase article i've seen since earth rotates wrong
1821,1821,0,00385.c874a33cb7def0721807ea870e3c31c8,"lairxentcom mxspiritonecom invoked ""rosso"" electric car edsel message framework x-mailer apple mail precedence friends rohit khare sunday drove portland woodburn dragstrip check nedra nationals electric cars motorcycles dragsters great times ended pics nice deep burn john waylan interviewed wired years pulled second run quarter mile battery pack broken yet expects break record next year topping run couple years ago he's shooting second run john also took replica oldsmobile respectable run started electric near end day kilacycle took track amazing run talk crotch rocket ross saturday august adam beberg wrote personally think americans ever electric much testosterone linked auto male's primary form compesating things see that's job femanists teach women fall fast environmentally destuctive vehicle rewrite genome"
1822,1822,0,00233.46a5a0be6835c796dac95e1c5b691673,"phoboslabsnetnoteinccom phobos x-egroups-return nnfmp x-sender x-apparently-to invoked unknown qmqp unknown dulce internet mail service x-mailer internet mail service andy x-yahoo-profile acobley mailing-list list contact mailing list precedence [zzzzteana] army tests portable translator reply-to soldiers peacekeeping duties future could find portable translation device essential part equipment scientists carnegie mellon university developed prototype speech translator road-tested army chaplains croatia ""this project shows relatively simple speech-to-speech translation system rapidly successfully constructed using today's tools"" said team carnegie mellon university research paper published recently research commissioned army increasingly finding peace-keeping roles communication key speaking tongues ""in balkans army supposed conquer somebody"" robert frederking carnegie mellon university told bbc programme digital translators could essential soldiers ""in peacekeeping situation two guys trying beat holding apart ""you can't shot one figure going talk them"" said portable translator developed year using commercially available laptops army want field-test device battlefield situation instead translator tested army chaplains croatia ""the chaplains often end talk foreign nationals typically translation support"" explained frederking slow system trials chaplains used translator speak croatians knew smattering english system works speech recogniser picks words croatian turns speech text written words translated english read speech synthesizer ""it went reasonably well half time"" said frederking though slow translating phrases research team admit system ready deployed field say trials showed portable translator could made work research development audio voice translation guide system project joint venture army military manufacturer lockheed martin carnegie mellon university ------------------------ yahoo groups sponsor receive phone calls faxes online emerson switchboard eliminates need second phone line order switchboard today shipping handling unsubscribe group send email use yahoo groups"
1823,1823,0,02413.097c8ce1cfe27aa9d219e7bba451b36f,"newscientist australia declares world's largest marine reserve url supplied reserve protect pristine habitats group sub-antarctic islands described ""wildest place earth"""
1824,1824,0,00784.372fcb5f8a0507aa4a8fa0de1e76fe79,lairxentcom localhostlocaldomain localhostlocaldomain x-authentication-warning localhostlocaldomain lgonze owned process -bs lucas gonze x-x-sender gordon mohr fork great power-shortage myth precedence friends rohit khare gordon mohr wrote contrast take look article simon wilkie caltech wow wilkie article single best explanation i've seen open question whether analysis fact warned politicians whether politicians forewarned went ahead know know
1825,1825,0,01846.af884c94693e5cce571396b4fd151167,boingboing new google news url supplied google seriously revamped google news system automatically gathers today's top stories finds various coverage really excellent
1826,1826,0,01286.a545b12da2ac94e36c6a7033bf077072,"phoboslabsnetnoteinccom phobos egwnnet egwnnet python egwnnet matthias saou alsa made easy references organization electronic group interactive x-mailer sylpheed version reply-by x-operating-system power x-message-flag try using real operating system power x-mailscanner found clean found clean precedence reply-to freshrpms rpm discussion list x-original-date upon time joshua wrote thought would possible generalize alsa stuff make building kernel modules easy think scripts least step-by-step instructions would great example build kernel rpm alsa get kernel source get alsa source run custom-kernelsh script kernel rpm lastest wireless lan drivers get kernel source get cvs driver source run custom-kernelsh script etc worth effort involved imho would probably end relative breakage systems carefully tested first example good one really think even easier currently leave current kernel as-is get ""alsa-driver"" source rpm rebuild install resulting packages drivers written easily compiled modules ltmodem nvidia alsa easily repackaged separately rpms ported easily various kernel rpms source rpm also describe sort opposite rpm packaging mind see ""one size fits all"" achievement general case kernel exception packages optimized various since come modules ever need make ""one size fits many"" want last least kernel something i'm trying keep away packaging since really want see newbies screwing systems packages website goes gnome kde major bits distribution since also want people happily use packages able upgrade next red hat linux release without system turned another ximian mess matthias yes chris i'm worried giving much work less fact since easily answer ""freshrpmsnet"" people asking play dvds matthias saou world trade center ------------- edificio norte planta system network engineer barcelona spain electronic group interactive phone _______________________________________________ rpm-list mailing list"
1827,1827,0,00011.fbcde1b4833bdbaaf0ced723edd6e355,"phoboslabsnetnoteinccom phobos viviuptimeat mailuptimeat user-agent david x-trusted yes x-from-laptop yes x-mailscanner nothing found baby [sadev] interesting approach spam handling precedence spamassassin developers x-original-date hello seen discussed article thank ""hell rules here-- we're trying accomplish something"" thomas alva edison ------------------------------------------------------- sfnet email sponsored osdn tired old cell get new free _______________________________________________ spamassassin-devel mailing list"
1828,1828,0,00465.772004398b9f98bc63ab9c603b10ce08,"lairxentcom venusphpwebhostingcom invoked uid unknown venusphpwebhostingcom hydrogenleitlorg x-authentication-warning hydrogenleitlorg eugen owned process -bs eugen leitl russell turpin selling wedded bliss precedence friends rohit khare russell turpin wrote swallow quickly read traditional cultures today past swallow offering anecdotal first-hand experiences number cultures indicating apparently problem requires hoc hand-waving approach trivial obvious statistics poor man's divorce centuries sure kids that's easy divorce happen church society looked relatively recently privilege granted kings recently commoners century england ""functional"" century saudi saudi arabia meaningful emigration least viewpoint demographics sustainability gerontocracy resulting innovatiophobia we're wrong granting first two points i'm skeptical last see signs america specifically talking specifically demographics problem exists well albeit extent eurotrash facing right west generally suffering lack innovation vis-a-vis youth nations i'm seeing lack innovation disturbing trend towards even less innovation autocatalytic process favors last read third generation revolution want move america failing importing everything american point west first foremost importing innovation carriers working bad trend demographics large scale import kinda sorta works short run something sustainable"
1829,1829,0,00918.4fb416f486e8b21ffe522b4074598b69,"phoboslabsnetnoteinccom phobos lairxentcom crankslacknet crankslacknet userid crankslacknet tom robert harley entrepreneurs precedence friends rohit khare robert harley wrote --]it's amusing anecdote know true certainly --]nothing supports authoritative sounding conclusion ""status false"" --] thats trick let anecdotal utterances like deemed true proven false hold data opposite standard yeah see could handy tool teh lablemongers could give shit bubbau utters shite kill idols folks slips -tom"
1830,1830,0,00039.be5e34dcebd922928045634015e3ed78,phoboslabsnetnoteinccom phobos messnum invoked x-sender x-mailer qualcomm windows eudora version antoin lachtnain [iiu] eircom adsl nat'ing references precedence reply-to irish internet users nick hilliard wrote apologies possible silly question think eircom's adsl service get unfiltered access real address implications would know difficulties voip connecting clients connected nat'ed network internet wild machines static real probably suffer high latency dls lines typically talking rtt local bas pretty high voip application handle what's deal like places i've used dsl read story done way allow greater distances covered something like however knowledge physics really newtonian understand worsening latency could possibly improve reliability foot long piece copper perhaps something stretching time-space someone explain words five syllables mailing list antoin lachtnain _______________________________________________ iiu mailing list
1831,1831,0,02214.e7a51ad65f79d62757fd8a468952934a,boingboing gillmor apple's fair-use friendly url supplied dan gillmor's column week apple's burgeoning resistance hollywood onslaught general-purpose computing intel's advanced micro devices microsoft apple computer what's apple least far moving toward anti-customer embrace hollywood's movie studios members powerful entertainment cartel
1832,1832,0,01898.063ef9dcd226ad1fd43c94e2d9de4e49,"boingboing von neumann's best friend bio-pet url supplied [img matt ""warchalking"" jones come bio-dog latest viridian design called von neumann's best friend"
1833,1833,0,01978.f18e3f39d0279942276343a9fd0b5858,newscientist cosmic polarisation detected south pole url supplied faint microwave afterglow big bang polarised discovery help probe birth universe
1834,1834,0,02040.fe93b48dcafdc2c4a30bd41682baa446,gamasutra blair attacks new culture cynicism url rules compromise public service reform hard-hitting pre-conference interview
1835,1835,0,01673.6a0570ff6d45b717e0b6352d8fbf7ad4,[spambayes] deployment references tim peters like [guido] know big pickle would maybe loading time fine maybe tests train msgs binary pickle database approaching million bytes paltry training set makes pickle hammiepy checked optionally let write stuff dbm file message base dbm file weighs hefty also takes longer write using database real user sys using pickle real user sys piii know comparison spamoracle gold standard mind least data blazes along real user sys data file appears marshalled hash however compiled o'caml uses much simpler tokenizing algorithm written lexical analyzer we'll never able outperform something keep mind though statistics yet scanning unknown messages database blows pickle water scores every word i'm sure that's fair test case per user probably large questionable hand pickle compressed well gzip shrinking neale
1836,1836,0,02073.1b332bbccca72969c7af61749d0f3b4c,"ask stupid url jeremy writes people ignore basic language rules entirely agree writing ""how best way make shift attention respect away really fast another pet peeve speaking english regular basis bit three years even grok difference ""you are"" ""your"" mjd wrote clpm said yapc movie ""you"
1837,1837,0,02087.1d6e87f2e6e97b044d7c4955a1e394a1,boingboing year old greek computer reinterpreted url supplied antikythera mechanism recovered sunken ship greece thought clockwork device calculate orbits celestial bodies new analysis remaining fragments shows wicked-cool greeks believed earth-centric universe accounted celestial bodies' motions using elaborate models based epicycles body describes circle around point moves circle around earth wright found evidence antikythera mechanism would able reproduce motions moon accurately using epicyclic model devised hipparchus planets mercury venus using epicyclic model derived apollonius perga models predate mechanism subsequently incorporated work claudius ptolemy second century device modelled motions moon mercury venus make much sense upper layer mechanism built lost extra gears could modelled motions three planets known timemars jupiter saturn words device able predict positions known celestial bodies given respectable degree accuracy using bronze pointers circular dial constellations zodiac running round edge
1838,1838,0,00031.ac7e81ff64671b17569d2c6a66648bb2,phoboslabsnetnoteinccom phobos lairxentcom isolnetsuxtechmonkeysnet invoked uid chris haun x-x-sender public mailing list sign package precedence friends rohit khare anyone package would let random person webpage create mailing list administer list also course let ppl sign lists manage subscriptions similar old listbotorg i'd like running server someone elses chris
1839,1839,0,02143.dd0f85f71161b073aa383206a584fd9e,fark man rappels city bridge trying hitch free ride cruise ship misses gets free ride police boat url
1840,1840,0,01337.e515b1d01d6d98606d994b1c8901904c,"phoboslabsnetnoteinccom phobos commander commander smtpbeamer omegaparadigm-omeganet omegaparadigm-omeganet organization paradigm-omega llc patent tmda-like system x-mailer kmail [version references robin lynn frank x-delivery-agent reply-to robin lynn frank -----begin pgp signed message----- hash tuesday august justin mason wrote tony svanstrom spamassassin-talk noted patent method anti-spam abstract method anti-spam set optional trustcode trustlist least trustweb based online mail delivery recipient's e-mail address mail compelled first time deliver mail way taking way ""visiting trustweb sending online"" enclosing recipient's trustcode mail sending another way mentioned sender's e-mail address stored automatically recipient's trustlist send mails recipient whatever ways feasible sounds lot like tmda filing july granted tmdaers seen i'd presume tmda prior art still could troublesome took bit time review url news editor headline would ""inventor"" country ignores patents copyrights seeks patent inventing wheel ------------------------------------------------------------------------ robin lynn frank---director operations---paradigm omega llc rights reserved permitted use encrypted mail preferred accepted fingerprint key server ------------------------------------------------------------------------ -----begin pgp signature----- version gnupg -----end pgp signature-----"
1841,1841,0,00995.11200ae0fc914c7056dcbf7dcfb4c107,"listmanspamassassintaintorg listmanspamassassintaintorg listmanredhatcom listmanredhatcom shelobcettuedu shelobcettuedu shelobcettuedu x-mailer exmh version sorting message ""tue pdt"" ""david thompson"" x-loop precedence reply-to discussion list exmh users probably running exmh local machine i'm running remote machine scenario mime handling weak nope run exmh desktops home work resulting exmh windows displayed work home desktops ssh run exmh routinely home using xwindows client tunneled ssh winxp works well fashion fwiw use eudora less virus magnet there's story run that's really off-topic i'm already guilty _______________________________________________ exmh-users mailing list"
1842,1842,0,01179.bf1aa6047c74cad4860b8010439f199a,"listmanspamassassintaintorg listmanspamassassintaintorg listmanredhatcom listmanredhatcom crdnscrdgecom hippolytacrdgecom crdnscrdgecom hippolyta hippolytacrdgecom standard sendmail version x-mailer exmh version organization advanced computing technologies global research center x-face x-uri x-image-url x-no-matter-where-you-go message ""james mcmaster ""wed mdt"" x-loop precedence reply-to discussion list exmh users said learn use procmail done via root machine mailbox i'm absolutely certain complaint sysadmin sendmail get simple response shut daemon tell use outlook kevin kenny corporate research development box bldg schenectady new york usa _______________________________________________ exmh-users mailing list"
1843,1843,0,00405.c838c0717624d85d5a53371fdbce5955,"lairxentcom venusphpwebhostingcom invoked uid unknown venusphpwebhostingcom hydrogenleitlorg x-authentication-warning hydrogenleitlorg eugen owned process -bs eugen leitl forkit making mesh move precedence friends rohit khare making mesh move new way give fast mobile net access spells trouble reports peter rojas peter rojas thursday august guardian imagine able surf net speeds faster dsl anywhere time could watch live video webcast waiting bus email photos friends sitting park download song that's playing pub finishes vision high-speed wireless internet paradise third-generation mobile phone companies promoting years services beginning rolled new technology called mesh networking promises deliver vision sooner effectively mobile phone companies could ever dream two companies startup meshnetworks moteran networks germany developing competing version mesh networking instead current hub-and-spoke model wireless communications every device connecting overburdened central antenna time ""mesh-enabled"" devices mobile phones pdas laptops close proximity automatically create wireless mesh network every device area acts repeater router relaying traffic everyone else traffic hops person person reaches nearest internet access point reducing need central antennas improving wireless coverage number mobile phones soars wireless pdas laptops devices begin crowd spectrum approach wireless networking inevitable mesh networks also several advantages wireless networks operators roll mobile services offer users connection speeds kbps three times faster dial-up moteran meshnetworks able offer connection speeds hundred times faster dial-up technologies use include wi-fi emerging standard high-speed wireless networking also known similarly short-range protocol called ultrawideband poised succeed wi-fi even faster could approach mbps range typical wi-fi network generally limited much use travelling around city mesh networks get around problem coverage every device network relay traffic even though range individual device relatively small many users surrounding area connections faster better standard wireless connection mesh networks use wi-fi equipment infrastructure needed create cheap readily available instead building cellular phone towers often cost hundreds thousands pounds needed get network going wireless access points placed strategically around town relay traffic proper software existing laptops pdas mesh-enabled software also means anyone could set mobile phone network unlike cellular part spectrum wi-fi operates unregulated britain mobile phone companies none pleased especially since many spent billions pounds acquiring licences that's needed cheap relays mobile phones equipped connect network every additional customer signs coverage gets better instead getting worse case mobile phone networks things get interesting realise high-speed internet connections everywhere everyone's laptops pdas mobile phones connected together blazingly fast speeds sharing music movies whatever else becomes ridiculously easy ultrawideband hits accelerate copying pirated copy lord rings person sitting across cafe would take seconds sooner later playgrounds filled kids swapping files favourite songs movies video games first mesh networks likely available consumers meshnetworks plans offer high-speed wireless service instead company plans sell technology others cities want provide wireless internet police fire public works employees businesses want establish wireless networks cheap moteran similar aspirations small businesses enterprise networks first place average users use technology incorporated vehicles enabling motorists access internet high speeds companies see happening soon able wander around town connection soon say broadband internet service initially available businesses universities eventually someone see profit bringing mesh networking masses"
1844,1844,0,00431.7f3adeb8cda736429bbe7ee757a07232,lairxentcom crankslacknet crankslacknet userid crankslacknet tom adam dont job one see precedence friends rohit khare groys gesheft zol hobn mit shroyre vus hot zol men bay nit fregn vos men fregt zol nisht hobn aint truth nutin
1845,1845,0,01014.4268008fc066b05b4a6de75c8221bdde,"listmanspamassassintaintorg listmanspamassassintaintorg listmanredhatcom listmanredhatcom hobbitlinuxworkscomau hobbitlinuxworkscomau tony nugent x-face organization linux works network x-mailer x-os redhat bad behaviours x-loop precedence reply-to discussion list exmh users robert elz wrote tony nugent cut'n'paste exmh's message display window spawned gvim processes anything else that's odd cut paste kinds windows odd issue came several weeks ago real mozilla xterm another wish script mine use dns tasks one guess netscape used use suppose mozilla codebase fact can't thing anything fails noticed example ""anything else"" fails everything else can't even mark text exmh message window paste terminal window cut buffer seems completely empty previous contents longer kre btw talking spring downunder i'm queensland almost feels like early summer already dry warm much better cold wet miserable melbourne despite recent rain already drought el-nino way going get worse last one caused one worst droughts ever seen cheers tony _______________________________________________ exmh-users mailing list"
1846,1846,0,01984.d4decf46e66a4fce3fe8fb718de0345a,"newscientist ""hidden tree"" secret zen garden url supplied subconsciously perceptible pattern explains mysterious appeal famous old japanese garden say researchers"
1847,1847,0,02416.d382623221b581302dce05f3ade9573e,"zawodny missing fleet week url i'll ohio weekend family gathering i'll missing fleet week can't find good ""official damn i've wanted see blue angles wow site sucks google find"
